Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,21027
Base Time Seconds,1744929068
Base Time Fractional,.628364260
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
6686,0.2358969151974,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0357494354248,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.894916540
6687,0.3280246257782,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0037431716919,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.898391760
6688,0.3371453583241,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0026488304138,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.901883740
6689,0.2696185112,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9979548454285,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.905360260
6690,0.2377459406853,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0190649032593,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.908822720
6691,0.2648919522762,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9788870811462,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.912303120
6692,0.2545122206211,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0340056419373,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.915780360
6693,0.2372624874115,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0086641311646,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.919247920
6694,0.2357813417912,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0175900459290,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.922719740
6695,0.2376534789801,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0382461547852,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.926186480
6696,0.2694935798645,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0109343528748,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.929666360
6697,0.2375976443291,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0230784416199,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.933154820
6698,0.2419158518314,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9954171180725,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.936620080
6699,0.257648140192,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0288667678833,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.940096260
6700,0.2705105543137,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9546389579773,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.943576040
6701,0.2529079318047,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9951171875000,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.947053480
6702,0.2357929199934,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0442619323730,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.950514340
6703,0.2716408669949,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9957981109619,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.954013900
6704,0.2442310601473,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0311365127563,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.957483040
6705,0.2712942063808,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9661750793457,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.960953640
6706,0.2599783539772,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9614820480347,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.964455540
6707,0.2394582331181,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0338606834412,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.967935660
6708,0.2699674069881,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9914126396179,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.971423840
6709,0.2338880002499,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0272774696350,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.974907100
6710,0.254920810461,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9684858322144,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.978384020
6711,0.2447722256184,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0394945144653,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.981851020
6712,0.2651021182537,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9908452033997,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.985307520
6713,0.2675961256027,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9590253829956,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.988768380
6714,0.2551383078098,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0100989341736,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.992249700
6715,0.2397336512804,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9809298515320,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.995729360
6716,0.2704643309116,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9536175727844,Volt DC,1,T,2W,F,F,04/17/2025,22:31:31,.999188820
6717,0.3233584463596,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0233054161072,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.002686400
6718,0.3174479305744,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0108528137207,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.006151220
6719,0.3129781484604,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0208811759949,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.009644040
6720,0.3375470936298,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9927339553833,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.013142100
6721,0.3352038562298,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0021944046021,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.016622980
6722,0.3013037443161,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0228829383850,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.020109960
6723,0.3326587378979,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9976143836975,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.023588940
6724,0.3233905136585,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0226969718933,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.027072180
6725,0.3859537541866,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9973468780518,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.030542500
6726,0.3352154195309,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9813113212585,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.034018580
6727,0.3132439553738,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0223565101624,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.037506060
6728,0.333802819252,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0116882324219,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.040974500
6729,0.333927243948,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9791870117188,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.044462020
6730,0.3302780985832,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0191783905029,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.047916160
6731,0.3110533058643,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0199413299561,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.051408840
6732,0.3322107493877,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0139985084534,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.054874380
6733,0.3188398480415,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0212621688843,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.058370580
6734,0.3120330870152,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0036702156067,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.061850560
6735,0.3352908790112,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0098314285278,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.065313180
6736,0.3215157389641,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9727182388306,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.068787360
6737,0.3366891741753,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0204997062683,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.072265640
6738,0.3180681467056,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0099530220032,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.075741740
6739,0.3312604129314,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0149793624878,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.079211840
6740,0.3389773368835,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0227699279785,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.082703460
6741,0.3258840441704,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9931473731995,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.086182860
6742,0.2651851475239,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9785141944885,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.089652140
6743,0.2565965056419,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9632649421692,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.093132460
6744,0.2674227952957,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9642462730408,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.096611380
6745,0.2384162247181,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0316634178162,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.100079200
6746,0.2508413791656,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9681453704834,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.103574800
6747,0.3141363561153,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0132040977478,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.107040260
6748,0.3234277963638,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9818787574768,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.110522260
6749,0.2354134470224,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0427136421204,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.113995320
6750,0.242449387908,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9591383934021,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.117463380
6751,0.2702078819275,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9541449546814,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.120924760
6752,0.2339111119509,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0231919288635,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.124419360
6753,0.2701385319233,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9908041954041,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.127905380
6754,0.2340363264084,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0055589675903,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.131415840
6755,0.2675405442715,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9583845138550,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.134875740
6756,0.26111510396,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0058264732361,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.138349840
6757,0.2681898772717,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9728393554688,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.141833360
6758,0.2680280804634,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9555869102478,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.145293720
6759,0.249959051609,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0124416351318,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.148762340
6760,0.2527019679546,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9762034416199,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.152294160
6761,0.2387860268354,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0080561637878,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.155766540
6762,0.2359219491482,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0414652824402,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.159229280
6763,0.2389959841967,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9606542587280,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.162696720
6764,0.2707532346249,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9599733352661,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.166150460
6765,0.2703949809074,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9612221717834,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.169604400
6766,0.2492561340332,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0324578285217,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.173084600
6767,0.2537305057049,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0304555892944,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.176552640
6768,0.2713497579098,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0013189315796,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.180017900
6769,0.254167586565,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0419917106628,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.183497320
6770,0.2369158118963,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9924340248108,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.186983180
6771,0.2406716793776,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0322718620300,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.190458680
6772,0.2701500952244,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9820652008057,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.193933860
6773,0.2335528582335,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0085506439209,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.197414440
6774,0.2505388855934,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0251941680908,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.200883480
6775,0.2376766055822,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0261020660400,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.204370540
6776,0.2661284804344,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9723043441772,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.207855360
6777,0.3333867788315,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0256481170654,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.211330140
6778,0.3258866965771,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0460772514343,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.214799800
6779,0.234962746501,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0296616554260,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.218269700
6780,0.2351707816124,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9986763000488,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.221761540
6781,0.249350592494,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9898233413696,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.225224080
6782,0.2563381195068,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9716963768005,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.228701280
6783,0.2403596490622,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0009465217590,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.232181720
6784,0.2592524290085,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9769577980042,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.235651460
6785,0.2362455278635,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0240998268127,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.239139980
6786,0.2530119419098,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9928469657898,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.242632620
6787,0.2695145010948,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9591383934021,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.246100140
6788,0.2560186982155,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9822192192078,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.249561600
6789,0.2350070774555,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0379056930542,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.253040360
6790,0.268670886755,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9938688278198,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.256531280
6791,0.2370525598526,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9624300003052,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.260016440
6792,0.2432025521994,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0046916007996,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.263498820
6793,0.2642678916454,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9851293563843,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.266965460
6794,0.2440306395292,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0151658058167,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.270421880
6795,0.2371353656054,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9996976852417,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.273906740
6796,0.2678756713867,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9546389579773,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.277373260
6797,0.253254622221,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9910311698914,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.280828360
6798,0.2485240250826,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0463356971741,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.284307600
6799,0.2385202199221,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0382461547852,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.287775020
6800,0.2637940645218,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0046510696411,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.291263220
6801,0.2661609649658,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0173215866089,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.294743400
6802,0.2353903502226,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0406703948975,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.298208240
6803,0.269558519125,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0019998550415,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.301703540
6804,0.234521701932,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0379056930542,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.305172880
6805,0.2704830467701,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9545583724976,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.308639640
6806,0.2558316886425,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9841079711914,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.312112120
6807,0.3318987190723,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0016274452209,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.315597060
6808,0.326612085104,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9724907875061,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.319063000
6809,0.32731077075,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0259156227112,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.322543560
6810,0.2716084122658,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9552068710327,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.326000940
6811,0.2672494351864,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9648132324219,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.329479120
6812,0.2561342716217,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0060534477234,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.332955060
6813,0.2494199573994,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9848299026489,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.336415680
6814,0.2677810490131,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9622030258179,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.339890360
6815,0.2386377304792,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0457782745361,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.343358700
6816,0.2462052404881,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9986357688904,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.346836300
6817,0.2367983162403,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0366573333740,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.350322640
6818,0.2609858512878,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0356354713440,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.353812980
6819,0.2491847574711,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9509263038635,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.357292260
6820,0.236684679985,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9777927398682,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.360779340
6821,0.2499284297228,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9891424179077,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.364243900
6822,0.2410761415958,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0332932472229,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.367716640
6823,0.2702447474003,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9581575393677,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.371194320
6824,0.2356985360384,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0431990623474,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.374668720
6825,0.2370756715536,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0053319931030,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.378145100
6826,0.2435010373592,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0340471267700,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.381628440
6827,0.2339650839567,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0194783210754,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.385096260
6828,0.2526883780956,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0060129165649,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.388560640
6829,0.2442888468504,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0328392982483,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.392039560
6830,0.2425765097141,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9616355895996,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.395505680
6831,0.2720315754414,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9920120239258,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.398992960
6832,0.2455234080553,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9639053344727,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.402488200
6833,0.2346064001322,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0273184776306,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.405965120
6834,0.2684953510761,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9964385032654,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.409431060
6835,0.2456851899624,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0422186851501,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.412907800
6836,0.2399532049894,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9725313186646,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.416384180
6837,0.3333636522293,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0274643898010,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.419848280
6838,0.3249763548374,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9902772903442,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.423303400
6839,0.2411223649979,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0238728523254,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.426791300
6840,0.2686152756214,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9566817283630,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.430241080
6841,0.2399647831917,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9632244110107,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.433753020
6842,0.2595875561237,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9670834541321,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.437223800
6843,0.2484607547522,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9546389579773,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.440706880
6844,0.2385182827711,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0111932754517,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.444176900
6845,0.2334604114294,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0077562332153,Volt DC,1,T,2W,F,F,04/17/2025,22:31:32,.447652560
