Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,21027
Base Time Seconds,1744929068
Base Time Fractional,.628364260
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
13794,0.2590233981609,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0050320625305,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.672493280
13795,0.2633759081364,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9819111824036,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.675977400
13796,0.2374936193228,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0018539428711,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.679468660
13797,0.2628211975098,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9772577285767,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.682966640
13798,0.2348356246948,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0109343528748,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.686431960
13799,0.2576901912689,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0193653106689,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.689923760
13800,0.264709174633,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9762034416199,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.693409460
13801,0.2496007978916,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9932608604431,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.696894320
13802,0.2303267270327,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0298476219177,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.700385440
13803,0.2531716823578,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0132360458374,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.703861140
13804,0.2474879920483,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0310959815979,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.707340600
13805,0.2639811336994,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9617896080017,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.710822260
13806,0.2530255615711,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9570221900940,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.714295760
13807,0.2326321303844,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9707231521606,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.717780840
13808,0.2335181981325,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0172901153564,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.721258420
13809,0.2634705007076,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9685592651367,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.724762740
13810,0.2351688742638,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0352950096130,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.728236060
13811,0.254167586565,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9669699668884,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.731736700
13812,0.2305712848902,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9856238365173,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.735228120
13813,0.2513688802719,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0240182876587,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.738733840
13814,0.2597262263298,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9641323089600,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.742226980
13815,0.2386935651302,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0368843078613,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.745708660
13816,0.2396450936794,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9720444679260,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.749192720
13817,0.2315382659435,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0403614044189,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.752684920
13818,0.3395375609398,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9881210327148,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.756140740
13819,0.3124696910381,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0135035514832,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.759609780
13820,0.2645127177238,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9589519500732,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.763086700
13821,0.2518100738525,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0082826614380,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.766565140
13822,0.2331811636686,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0349545478821,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.770054340
13823,0.2654950320721,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9678049087524,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.773537740
13824,0.2410741895437,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9992032051086,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.777018540
13825,0.2500555217266,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0240998268127,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.780502840
13826,0.2572762668133,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0275774002075,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.784004660
13827,0.2494892925024,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9724583625793,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.787484580
13828,0.2638612687588,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9617085456848,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.790971260
13829,0.2359662503004,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0324578285217,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.794448860
13830,0.2386916130781,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0384325981140,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.797913280
13831,0.2386357784271,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0475530624390,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.801371400
13832,0.2427036315203,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9665155410767,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.804870760
13833,0.2632950246334,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9637513160706,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.808360580
13834,0.2485049515963,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9808168411255,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.811849180
13835,0.2575073838234,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0441479682922,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.815338300
13836,0.23634763062,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9669699668884,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.818838620
13837,0.2314033657312,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0328392982483,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.822322580
13838,0.2651230692863,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9658346176147,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.825818560
13839,0.2496952563524,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0016999244690,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.829299520
13840,0.2632740437984,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9935283660889,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.832815180
13841,0.2332851588726,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0058994293213,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.836298000
13842,0.2500881552696,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9632244110107,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.839789260
13843,0.2603408396244,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9507799148560,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.843279480
13844,0.2362802028656,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9710965156555,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.846758060
13845,0.2329384833574,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0186114311218,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.850217600
13846,0.2315170317888,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0208811759949,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.853720600
13847,0.2691721618176,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9837350845337,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.857194280
13848,0.3282930850983,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0153603553772,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.860672020
13849,0.3335139155388,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9869456291199,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.864139520
13850,0.2462514489889,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0241727828979,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.867624480
13851,0.2303498387337,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9930744171143,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.871119740
13852,0.231076002121,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0443339347839,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.874599400
13853,0.2462976872921,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0113477706909,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.878078900
13854,0.2628233134747,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9565281867981,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.881557180
13855,0.2395506948233,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0362443923950,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.885049940
13856,0.2383911460638,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0463771820068,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.888517280
13857,0.2535666525364,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0272369384766,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.891992200
13858,0.2479502409697,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9674239158630,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.895479820
13859,0.2323356419802,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0274229049683,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.898959220
13860,0.2378730624914,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9903502464294,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.902448520
13861,0.2305847257376,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0287938117981,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.905941880
13862,0.2588038146496,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9832406044006,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.909412800
13863,0.2617507278919,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9707555770874,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.912894400
13864,0.2412590831518,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9639053344727,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.916376780
13865,0.2316903918982,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0391540527344,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.919843640
13866,0.2696069478989,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9725313186646,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.923351200
13867,0.235550224781,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0400624275208,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.926825300
13868,0.2304538488388,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0281453132629,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.930315640
13869,0.2350745052099,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9988222122192,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.933808080
13870,0.236834898591,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9863047599792,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.937281480
13871,0.2612653374672,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9611086845398,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.940756560
13872,0.2370044142008,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0323033332825,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.944252160
13873,0.2533144652843,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0070753097534,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.947727700
13874,0.2591736316681,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9553198814392,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.951210920
13875,0.2322681993246,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0423321723938,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.954694920
13876,0.2413188368082,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0379467010498,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.958169340
13877,0.2644159793854,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9668159484863,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.961663480
13878,0.3228935599327,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9797954559326,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.965148620
13879,0.3307892978191,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9705286026001,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.968618940
13880,0.4196404516697,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9242548942566,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.972123680
13881,0.3904439508915,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0194468498230,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.975607520
13882,0.3231131434441,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0221295356750,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.979097080
13883,0.309328854084,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0305690765381,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.982577400
13884,0.3282930850983,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0210356712341,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.986067440
13885,0.3094328641891,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0200138092041,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.989546040
13886,0.3315955400467,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9768443107605,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.993041840
13887,0.331803560257,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9850163459778,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.996522720
13888,0.3244127333164,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0084776878357,Volt DC,1,T,2W,F,F,04/17/2025,22:31:56,.999988100
13889,0.3188424408436,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0220975875854,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.003473580
13890,0.30923640728,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0295476913452,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.006946420
13891,0.3095022141933,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0139985084534,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.010412100
13892,0.3146076202393,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0281453132629,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.013903880
13893,0.3223850727081,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0291666984558,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.017390440
13894,0.3090696036816,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9664754867554,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.020879720
13895,0.3295065164566,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9679183959961,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.024369760
13896,0.6826446652412,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0028352737427,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.027851460
13897,0.3169420063496,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0196328163147,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.031317100
13898,0.2422799915075,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9617161750793,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.034809300
13899,0.2425438165665,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0298881530762,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.038307520
13900,0.265310138464,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9713234901428,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.041788560
13901,0.2343695610762,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0384325981140,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.045275160
13902,0.2561899423599,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0094180107117,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.048752860
13903,0.237655416131,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9615626335144,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.052252020
13904,0.2650537192822,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9642462730408,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.055746960
13905,0.2629063725471,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9532771110535,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.059204700
13906,0.2359104007483,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9834675788879,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.062675680
13907,0.2439883798361,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0023083686829,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.066153060
13908,0.3225699663162,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9753684997559,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.069629700
13909,0.3336988091469,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9631109237671,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.073112380
13910,0.2315054833889,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0226969718933,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.076602420
13911,0.2605929374695,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0041971206665,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.080087360
13912,0.2410068064928,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0351090431213,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.083574300
13913,0.2717333436012,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9626569747925,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.087072020
13914,0.2309064120054,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0031027793884,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.090551020
13915,0.2643025815487,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9599328041077,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.094025760
13916,0.2618778347969,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9494180679321,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.097493340
13917,0.268890440464,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9960250854492,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.100979700
13918,0.2616372704506,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0005331039429,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.104465400
13919,0.2628233134747,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9892153739929,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.107939640
13920,0.2449822574854,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9491910934448,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.111449020
13921,0.238333389163,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0169811248779,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.114919820
13922,0.2519140839577,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0333662033081,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.118398000
13923,0.2314245700836,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0196328163147,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.121866840
13924,0.2596358954906,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0242133140564,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.125347620
13925,0.2382659763098,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9956846237183,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.128840000
13926,0.2580736577511,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9639053344727,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.132331280
13927,0.2306637465954,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0237593650818,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.135836880
13928,0.2588616013527,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9574766159058,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.139300340
13929,0.2316922545433,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0270509719849,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.142808800
13930,0.2706030011177,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9515748023987,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.146280360
13931,0.2316538393497,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0368432998657,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.149761920
13932,0.2612169981003,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9909181594849,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.153240420
13933,0.2653910219669,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9690532684326,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.156719620
13934,0.2544796168804,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0267829895020,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.160209180
13935,0.2616540193558,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9696531295776,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.163702400
13936,0.2404039055109,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0261020660400,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.167194140
13937,0.2608587443829,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9632244110107,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.170677740
13938,0.3296451866627,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0038971900940,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.174158080
13939,0.3292006850243,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9803223609924,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.177633740
13940,0.3426231443882,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9989032745361,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.181102760
13941,0.2624462246895,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9592189788818,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.184572080
13942,0.2405907660723,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0083236694336,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.188050280
13943,0.2624073028564,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9685592651367,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.191519460
13944,0.2370987683535,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0392675399780,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.195008820
13945,0.2383006513119,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0196328163147,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.198464720
13946,0.2426920831203,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0341601371765,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.201941440
13947,0.2626405656338,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0210356712341,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.205431400
13948,0.2336684167385,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0231919288635,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.208934180
13949,0.2545699775219,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0376377105713,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.212421700
13950,0.2345813959837,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0221705436707,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.215910000
13951,0.2555333077908,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9978818893433,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.219388900
13952,0.2353884279728,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,4.9593658447266,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.222861140
13953,0.2409008294344,Amp DC,1,6.5,F,F,F,F,F,F,Front,F,Main,5.0289392471313,Volt DC,1,T,2W,F,F,04/17/2025,22:31:57,.226349520
